day,timestamp,shopper_id,action,row,col,details
Wednesday,15:45,40,BROWSING,d,3,Stockings
Wednesday,15:45,47,BROWSING,c,4,Pants
Wednesday,15:45,48,BROWSING,h,3,Jeans
Wednesday,15:45,49,PAUSED,c,3,
Wednesday,15:45,51,MOVING,b,6,
Wednesday,15:45,52,BROWSING,d,13,Hats & Handbags
Wednesday,15:45,53,MOVING,d,13,
Wednesday,15:45,54,EXITED,h,8,
Wednesday,15:45,55,BROWSING,f,6,Pants
Wednesday,15:45,56,MOVING,e,11,
Wednesday,15:46,57,ENTERED,h,8,gender~female age~young
Wednesday,15:46,40,BROWSING,d,3,Stockings
Wednesday,15:46,47,BROWSING,c,4,Pants
Wednesday,15:46,48,BROWSING,h,3,Jeans
Wednesday,15:46,49,PAUSED,c,3,
Wednesday,15:46,51,MOVING,b,7,
Wednesday,15:46,52,BROWSING,d,13,Hats & Handbags
Wednesday,15:46,53,MOVING,c,13,
Wednesday,15:46,55,BROWSING,f,6,Pants
Wednesday,15:46,56,MOVING,e,12,
Wednesday,15:46,57,MOVING,f,7,
Wednesday,15:47,58,ENTERED,h,8,gender~female age~young
Wednesday,15:47,40,BROWSING,d,3,Stockings
Wednesday,15:47,47,BROWSING,c,4,Pants
Wednesday,15:47,48,BROWSING,h,3,Jeans
Wednesday,15:47,49,ARRIVED_SECTION,c,4,Pants
Wednesday,15:47,51,MOVING,b,8,
Wednesday,15:47,53,MOVING,b,13,
Wednesday,15:47,55,BROWSING,f,6,Pants
Wednesday,15:47,56,MOVING,e,13,
Wednesday,15:47,57,ARRIVED_SECTION,f,6,Pants
Wednesday,15:47,58,MOVING,d,8,
Wednesday,15:48,59,ENTERED,h,8,gender~female age~adult
Wednesday,15:48,40,BROWSING,d,3,Stockings
Wednesday,15:48,47,BROWSING,c,4,Pants
Wednesday,15:48,48,BROWSING,h,3,Jeans
Wednesday,15:48,49,BROWSING,c,4,Pants
Wednesday,15:48,51,MOVING,b,9,
Wednesday,15:48,52,MOVING,c,13,
Wednesday,15:48,53,MOVING,b,12,
Wednesday,15:48,55,BROWSING,f,6,Pants
Wednesday,15:48,56,ARRIVED_SECTION,d,13,Hats & Handbags
Wednesday,15:48,57,BROWSING,f,6,Pants
Wednesday,15:48,58,MOVING,b,6,
Wednesday,15:48,59,MOVING,g,8,
Wednesday,15:49,40,BROWSING,d,3,Stockings
Wednesday,15:49,47,BROWSING,c,4,Pants
Wednesday,15:49,48,BROWSING,h,3,Jeans
Wednesday,15:49,49,BROWSING,c,4,Pants
Wednesday,15:49,51,MOVING,c,9,
Wednesday,15:49,52,MOVING,b,13,
Wednesday,15:49,53,MOVING,b,11,
Wednesday,15:49,55,BROWSING,f,6,Pants
Wednesday,15:49,56,BROWSING,d,13,Hats & Handbags
Wednesday,15:49,57,BROWSING,f,6,Pants
Wednesday,15:49,58,ARRIVED_SECTION,b,3,Underwear
Wednesday,15:49,59,MOVING,f,8,
Wednesday,15:50,40,BROWSING,d,3,Stockings
Wednesday,15:50,47,BROWSING,c,4,Pants
Wednesday,15:50,49,BROWSING,c,4,Pants
Wednesday,15:50,51,ARRIVED_SECTION,c,10,Tops
Wednesday,15:50,52,MOVING,b,12,
Wednesday,15:50,53,MOVING,b,10,
Wednesday,15:50,56,BROWSING,d,13,Hats & Handbags
Wednesday,15:50,57,BROWSING,f,6,Pants
Wednesday,15:50,58,BROWSING,b,3,Underwear
Wednesday,15:50,59,MOVING,e,8,
Wednesday,15:51,40,BROWSING,d,3,Stockings
Wednesday,15:51,47,BROWSING,c,4,Pants
Wednesday,15:51,48,PAUSED,h,3,
Wednesday,15:51,49,BROWSING,c,4,Pants
Wednesday,15:51,51,BROWSING,c,10,Tops
Wednesday,15:51,52,MOVING,b,11,
Wednesday,15:51,53,MOVING,b,9,
Wednesday,15:51,55,MOVING,g,6,
Wednesday,15:51,56,BROWSING,d,13,Hats & Handbags
Wednesday,15:51,57,BROWSING,f,6,Pants
Wednesday,15:51,58,BROWSING,b,3,Underwear
Wednesday,15:51,59,MOVING,d,8,
Wednesday,15:52,40,BROWSING,d,3,Stockings
Wednesday,15:52,48,PAUSED,h,3,
Wednesday,15:52,49,BROWSING,c,4,Pants
Wednesday,15:52,51,BROWSING,c,10,Tops
Wednesday,15:52,52,MOVING,b,10,
Wednesday,15:52,53,PAUSED,b,9,
Wednesday,15:52,55,MOVING,g,5,
Wednesday,15:52,56,BROWSING,d,13,Hats & Handbags
Wednesday,15:52,57,BROWSING,f,6,Pants
Wednesday,15:52,58,BROWSING,b,3,Underwear
Wednesday,15:52,59,MOVING,d,7,
Wednesday,15:53,40,BROWSING,d,3,Stockings
Wednesday,15:53,42,LEFT_FITTING,a,13,
Wednesday,15:53,47,MOVING,d,4,
Wednesday,15:53,48,PAUSED,h,3,
Wednesday,15:53,49,BROWSING,c,4,Pants
Wednesday,15:53,51,BROWSING,c,10,Tops
Wednesday,15:53,52,MOVING,b,9,
Wednesday,15:53,53,PAUSED,b,9,
Wednesday,15:53,55,MOVING,g,4,
Wednesday,15:53,56,BROWSING,d,13,Hats & Handbags
Wednesday,15:53,57,BROWSING,f,6,Pants
Wednesday,15:53,59,MOVING,d,6,
Wednesday,15:54,60,ENTERED,h,8,gender~female age~senior
Wednesday,15:54,40,BROWSING,d,3,Stockings
Wednesday,15:54,42,MOVING,b,11,
Wednesday,15:54,47,MOVING,e,4,
Wednesday,15:54,48,PAUSED,h,3,
Wednesday,15:54,49,BROWSING,c,4,Pants
Wednesday,15:54,51,BROWSING,c,10,Tops
Wednesday,15:54,52,MOVING,b,8,
Wednesday,15:54,53,PAUSED,b,9,
Wednesday,15:54,55,MOVING,f,4,
Wednesday,15:54,56,BROWSING,d,13,Hats & Handbags
Wednesday,15:54,57,BROWSING,f,6,Pants
Wednesday,15:54,58,MOVING,b,7,
Wednesday,15:54,59,MOVING,c,6,
Wednesday,15:54,60,MOVING,g,8,
Wednesday,15:55,40,BROWSING,d,3,Stockings
Wednesday,15:55,42,JOINED_QUEUE,b,8,position #1
Wednesday,15:55,47,MOVING,f,4,
Wednesday,15:55,48,MOVING,h,6,
Wednesday,15:55,49,BROWSING,c,4,Pants
Wednesday,15:55,51,BROWSING,c,10,Tops
Wednesday,15:55,52,MOVING,b,7,
Wednesday,15:55,53,MOVING,b,8,
Wednesday,15:55,55,MOVING,e,4,
Wednesday,15:55,57,BROWSING,f,6,Pants
Wednesday,15:55,58,ARRIVED_SECTION,c,10,Tops
Wednesday,15:55,59,MOVING,b,6,
Wednesday,15:55,60,MOVING,f,8,
Wednesday,15:56,42,REACHED_COUNTER,b,7,
Wednesday,15:56,40,BROWSING,d,3,Stockings
Wednesday,15:56,42,AT_CHECKOUT,b,7,
Wednesday,15:56,47,MOVING,g,4,
Wednesday,15:56,48,PAUSED,h,6,
Wednesday,15:56,49,BROWSING,c,4,Pants
Wednesday,15:56,51,BROWSING,c,10,Tops
Wednesday,15:56,52,MOVING,b,6,
Wednesday,15:56,53,MOVING,b,7,
Wednesday,15:56,55,MOVING,d,4,
Wednesday,15:56,56,MOVING,c,13,
Wednesday,15:56,57,BROWSING,f,6,Pants
Wednesday,15:56,58,BROWSING,c,10,Tops
Wednesday,15:56,59,MOVING,b,5,
Wednesday,15:56,60,MOVING,e,8,
Wednesday,15:57,42,AT_CHECKOUT,b,7,
Wednesday,15:57,47,ARRIVED_SECTION,g,3,Jeans
Wednesday,15:57,48,PAUSED,h,6,
Wednesday,15:57,49,BROWSING,c,4,Pants
Wednesday,15:57,51,BROWSING,c,10,Tops
Wednesday,15:57,52,MOVING,b,5,
Wednesday,15:57,53,MOVING,b,6,
Wednesday,15:57,55,ARRIVED_SECTION,d,3,Stockings
Wednesday,15:57,56,MOVING,b,13,
Wednesday,15:57,57,BROWSING,f,6,Pants
Wednesday,15:57,58,BROWSING,c,10,Tops
Wednesday,15:57,59,MOVING,b,4,
Wednesday,15:57,60,MOVING,e,9,
Wednesday,15:58,61,ENTERED,h,8,gender~female age~young
Wednesday,15:58,35,LEFT_FITTING,a,14,
Wednesday,15:58,40,MOVING,c,3,
Wednesday,15:58,42,AT_CHECKOUT,b,7,
Wednesday,15:58,47,BROWSING,g,3,Jeans
Wednesday,15:58,48,PAUSED,h,6,
Wednesday,15:58,49,BROWSING,c,4,Pants
Wednesday,15:58,52,MOVING,b,4,
Wednesday,15:58,53,MOVING,b,5,
Wednesday,15:58,55,BROWSING,d,3,Stockings
Wednesday,15:58,56,MOVING,b,12,
Wednesday,15:58,57,BROWSING,f,6,Pants
Wednesday,15:58,58,BROWSING,c,10,Tops
Wednesday,15:58,59,ARRIVED_SECTION,b,3,Underwear
Wednesday,15:58,60,MOVING,e,10,
Wednesday,15:58,61,MOVING,f,8,
Wednesday,15:59,35,MOVING,b,14,
Wednesday,15:59,40,MOVING,b,3,
Wednesday,15:59,42,AT_CHECKOUT,b,7,
Wednesday,15:59,47,BROWSING,g,3,Jeans
Wednesday,15:59,48,EXITED,h,8,
Wednesday,15:59,49,BROWSING,c,4,Pants
Wednesday,15:59,51,MOVING,b,10,
Wednesday,15:59,52,MOVING,c,4,
Wednesday,15:59,53,MOVING,b,4,
Wednesday,15:59,55,BROWSING,d,3,Stockings
Wednesday,15:59,56,MOVING,b,11,
Wednesday,15:59,57,BROWSING,f,6,Pants
Wednesday,15:59,58,BROWSING,c,10,Tops
Wednesday,15:59,59,BROWSING,b,3,Underwear
Wednesday,15:59,60,MOVING,e,11,
Wednesday,15:59,61,MOVING,d,8,
Wednesday,16:00,35,MOVING,b,13,
Wednesday,16:00,40,MOVING,b,4,
Wednesday,16:00,42,AT_CHECKOUT,b,7,
Wednesday,16:00,47,BROWSING,g,3,Jeans
Wednesday,16:00,49,BROWSING,c,4,Pants
Wednesday,16:00,51,MOVING,b,9,
Wednesday,16:00,52,ARRIVED_SECTION,c,3,Stockings
Wednesday,16:00,53,ARRIVED_SECTION,b,3,Underwear
Wednesday,16:00,55,BROWSING,d,3,Stockings
Wednesday,16:00,56,MOVING,b,10,
Wednesday,16:00,57,BROWSING,f,6,Pants
Wednesday,16:00,59,BROWSING,b,3,Underwear
Wednesday,16:00,60,MOVING,e,12,
Wednesday,16:00,61,MOVING,d,6,
Wednesday,16:01,35,MOVING,c,13,
Wednesday,16:01,40,MOVING,b,5,
Wednesday,16:01,42,AT_CHECKOUT,b,7,
Wednesday,16:01,47,BROWSING,g,3,Jeans
Wednesday,16:01,49,BROWSING,c,4,Pants
Wednesday,16:01,51,MOVING,b,8,
Wednesday,16:01,52,BROWSING,c,3,Stockings
Wednesday,16:01,53,BROWSING,b,3,Underwear
Wednesday,16:01,55,BROWSING,d,3,Stockings
Wednesday,16:01,56,MOVING,b,9,
Wednesday,16:01,57,BROWSING,f,6,Pants
Wednesday,16:01,58,ARRIVED_FITTING_AREA,a,12,
Wednesday,16:01,59,BROWSING,b,3,Underwear
Wednesday,16:01,60,MOVING,e,13,
Wednesday,16:01,61,PAUSED,d,6,
Wednesday,16:02,35,MOVING,d,13,
Wednesday,16:02,40,MOVING,b,6,
Wednesday,16:02,42,CHECKOUT_COMPLETED,b,7,
Wednesday,16:02,47,BROWSING,g,3,Jeans
Wednesday,16:02,49,BROWSING,c,4,Pants
Wednesday,16:02,51,MOVING,b,7,
Wednesday,16:02,52,BROWSING,c,3,Stockings
Wednesday,16:02,53,BROWSING,b,3,Underwear
Wednesday,16:02,55,BROWSING,d,3,Stockings
Wednesday,16:02,56,MOVING,b,8,
Wednesday,16:02,57,BROWSING,f,6,Pants
Wednesday,16:02,58,ENTERED_FITTING,a,12,waited 0 ticks
Wednesday,16:02,59,BROWSING,b,3,Underwear
Wednesday,16:02,60,ARRIVED_SECTION,d,13,Hats & Handbags
Wednesday,16:02,61,PAUSED,d,6,
Wednesday,16:03,35,MOVING,e,13,
Wednesday,16:03,40,MOVING,b,7,
Wednesday,16:03,42,MOVING,c,9,
Wednesday,16:03,47,BROWSING,g,3,Jeans
Wednesday,16:03,49,BROWSING,c,4,Pants
Wednesday,16:03,51,MOVING,b,6,
Wednesday,16:03,52,BROWSING,c,3,Stockings
Wednesday,16:03,53,BROWSING,b,3,Underwear
Wednesday,16:03,55,BROWSING,d,3,Stockings
Wednesday,16:03,56,MOVING,b,7,
Wednesday,16:03,59,BROWSING,b,3,Underwear
Wednesday,16:03,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:03,61,PAUSED,d,6,
Wednesday,16:04,35,MOVING,f,13,
Wednesday,16:04,40,JOINED_QUEUE,b,8,position #1
Wednesday,16:04,42,MOVING,f,9,
Wednesday,16:04,47,BROWSING,g,3,Jeans
Wednesday,16:04,49,BROWSING,c,4,Pants
Wednesday,16:04,51,MOVING,b,5,
Wednesday,16:04,52,BROWSING,c,3,Stockings
Wednesday,16:04,53,BROWSING,b,3,Underwear
Wednesday,16:04,56,MOVING,b,6,
Wednesday,16:04,57,MOVING,g,4,
Wednesday,16:04,59,BROWSING,b,3,Underwear
Wednesday,16:04,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:04,61,PAUSED,d,6,
Wednesday,16:05,40,REACHED_COUNTER,b,7,
Wednesday,16:05,35,MOVING,g,13,
Wednesday,16:05,40,AT_CHECKOUT,b,7,
Wednesday,16:05,42,EXITED,h,8,
Wednesday,16:05,47,BROWSING,g,3,Jeans
Wednesday,16:05,49,BROWSING,c,4,Pants
Wednesday,16:05,51,MOVING,b,4,
Wednesday,16:05,52,BROWSING,c,3,Stockings
Wednesday,16:05,53,BROWSING,b,3,Underwear
Wednesday,16:05,55,MOVING,e,3,
Wednesday,16:05,56,MOVING,b,5,
Wednesday,16:05,57,MOVING,d,4,
Wednesday,16:05,59,BROWSING,b,3,Underwear
Wednesday,16:05,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:05,61,MOVING,b,6,
Wednesday,16:06,62,ENTERED,h,8,gender~male age~senior
Wednesday,16:06,35,MOVING,h,13,
Wednesday,16:06,40,AT_CHECKOUT,b,7,
Wednesday,16:06,47,BROWSING,g,3,Jeans
Wednesday,16:06,49,BROWSING,c,4,Pants
Wednesday,16:06,51,PAUSED,b,4,
Wednesday,16:06,52,BROWSING,c,3,Stockings
Wednesday,16:06,53,BROWSING,b,3,Underwear
Wednesday,16:06,55,MOVING,f,3,
Wednesday,16:06,56,MOVING,b,4,
Wednesday,16:06,57,ARRIVED_SECTION,d,3,Stockings
Wednesday,16:06,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:06,61,MOVING,b,4,
Wednesday,16:06,62,MOVING,g,8,
Wednesday,16:07,35,MOVING,h,12,
Wednesday,16:07,40,AT_CHECKOUT,b,7,
Wednesday,16:07,47,BROWSING,g,3,Jeans
Wednesday,16:07,51,PAUSED,b,4,
Wednesday,16:07,52,BROWSING,c,3,Stockings
Wednesday,16:07,53,BROWSING,b,3,Underwear
Wednesday,16:07,55,ARRIVED_SECTION,g,3,Jeans
Wednesday,16:07,56,MOVING,c,4,
Wednesday,16:07,57,BROWSING,d,3,Stockings
Wednesday,16:07,59,PAUSED,b,3,
Wednesday,16:07,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:07,61,PAUSED,b,4,
Wednesday,16:07,62,MOVING,f,8,
Wednesday,16:08,63,ENTERED,h,8,gender~female age~adult
Wednesday,16:08,35,MOVING,h,11,
Wednesday,16:08,40,CHECKOUT_COMPLETED,b,7,
Wednesday,16:08,47,BROWSING,g,3,Jeans
Wednesday,16:08,49,MOVING,b,4,
Wednesday,16:08,51,PAUSED,b,4,
Wednesday,16:08,52,BROWSING,c,3,Stockings
Wednesday,16:08,53,BROWSING,b,3,Underwear
Wednesday,16:08,55,BROWSING,g,3,Jeans
Wednesday,16:08,56,ARRIVED_SECTION,c,3,Stockings
Wednesday,16:08,57,BROWSING,d,3,Stockings
Wednesday,16:08,59,PAUSED,b,3,
Wednesday,16:08,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:08,61,PAUSED,b,4,
Wednesday,16:08,62,MOVING,e,8,
Wednesday,16:08,63,MOVING,g,8,
Wednesday,16:09,35,MOVING,h,10,
Wednesday,16:09,40,MOVING,b,8,
Wednesday,16:09,47,BROWSING,g,3,Jeans
Wednesday,16:09,49,MOVING,b,5,
Wednesday,16:09,51,MOVING,c,4,
Wednesday,16:09,52,BROWSING,c,3,Stockings
Wednesday,16:09,55,BROWSING,g,3,Jeans
Wednesday,16:09,56,BROWSING,c,3,Stockings
Wednesday,16:09,57,BROWSING,d,3,Stockings
Wednesday,16:09,59,PAUSED,b,3,
Wednesday,16:09,60,BROWSING,d,13,Hats & Handbags
Wednesday,16:09,61,PAUSED,b,4,
Wednesday,16:09,62,MOVING,e,9,
Wednesday,16:09,63,MOVING,f,8,
Wednesday,16:10,64,ENTERED,h,8,gender~female age~young
Wednesday,16:10,35,MOVING,h,9,
Wednesday,16:10,40,MOVING,b,9,
Wednesday,16:10,47,BROWSING,g,3,Jeans
Wednesday,16:10,49,MOVING,b,6,
Wednesday,16:10,51,ARRIVED_SECTION,c,3,Stockings
Wednesday,16:10,52,BROWSING,c,3,Stockings
Wednesday,16:10,53,MOVING,b,4,
Wednesday,16:10,55,BROWSING,g,3,Jeans
Wednesday,16:10,56,BROWSING,c,3,Stockings
Wednesday,16:10,57,BROWSING,d,3,Stockings
Wednesday,16:10,59,PAUSED,b,3,
Wednesday,16:10,61,ARRIVED_SECTION,b,3,Underwear
Wednesday,16:10,62,MOVING,e,10,
Wednesday,16:10,63,PAUSED,f,8,
Wednesday,16:10,64,ARRIVED_SECTION,g,10,Tops
Wednesday,16:11,35,EXITED,h,8,
Wednesday,16:11,40,MOVING,c,9,
Wednesday,16:11,49,MOVING,c,6,
Wednesday,16:11,51,BROWSING,c,3,Stockings
Wednesday,16:11,53,MOVING,b,5,
Wednesday,16:11,55,BROWSING,g,3,Jeans
Wednesday,16:11,56,BROWSING,c,3,Stockings
Wednesday,16:11,57,BROWSING,d,3,Stockings
Wednesday,16:11,59,MOVING,c,3,
Wednesday,16:11,60,MOVING,e,13,
Wednesday,16:11,61,BROWSING,b,3,Underwear
Wednesday,16:11,62,MOVING,e,11,
Wednesday,16:11,63,PAUSED,f,8,
Wednesday,16:11,64,BROWSING,g,10,Tops
Wednesday,16:12,40,MOVING,d,9,
Wednesday,16:12,47,MOVING,h,3,
Wednesday,16:12,49,MOVING,d,6,
Wednesday,16:12,51,BROWSING,c,3,Stockings
Wednesday,16:12,52,MOVING,b,3,
Wednesday,16:12,53,MOVING,b,6,
Wednesday,16:12,55,BROWSING,g,3,Jeans
Wednesday,16:12,57,BROWSING,d,3,Stockings
Wednesday,16:12,59,MOVING,d,3,
Wednesday,16:12,60,MOVING,e,12,
Wednesday,16:12,61,BROWSING,b,3,Underwear
Wednesday,16:12,62,MOVING,e,12,
Wednesday,16:12,63,PAUSED,f,8,
Wednesday,16:12,64,BROWSING,g,10,Tops
Wednesday,16:13,40,MOVING,e,9,
Wednesday,16:13,47,MOVING,h,4,
Wednesday,16:13,49,MOVING,e,6,
Wednesday,16:13,51,BROWSING,c,3,Stockings
Wednesday,16:13,52,MOVING,b,4,
Wednesday,16:13,53,MOVING,b,7,
Wednesday,16:13,55,BROWSING,g,3,Jeans
Wednesday,16:13,56,MOVING,d,3,
Wednesday,16:13,57,BROWSING,d,3,Stockings
Wednesday,16:13,59,MOVING,e,3,
Wednesday,16:13,60,MOVING,e,11,
Wednesday,16:13,61,BROWSING,b,3,Underwear
Wednesday,16:13,62,MOVING,e,13,
Wednesday,16:13,63,MOVING,e,8,
Wednesday,16:13,64,BROWSING,g,10,Tops
Wednesday,16:14,40,MOVING,f,9,
Wednesday,16:14,47,MOVING,h,5,
Wednesday,16:14,49,MOVING,e,7,
Wednesday,16:14,51,BROWSING,c,3,Stockings
Wednesday,16:14,52,MOVING,b,5,
Wednesday,16:14,53,JOINED_QUEUE,b,8,position #1
Wednesday,16:14,55,BROWSING,g,3,Jeans
Wednesday,16:14,56,MOVING,e,3,
Wednesday,16:14,57,BROWSING,d,3,Stockings
Wednesday,16:14,59,MOVING,f,3,
Wednesday,16:14,60,MOVING,e,10,
Wednesday,16:14,61,BROWSING,b,3,Underwear
Wednesday,16:14,62,ARRIVED_SECTION,d,13,Hats & Handbags
Wednesday,16:14,63,MOVING,e,9,
Wednesday,16:14,64,BROWSING,g,10,Tops
Wednesday,16:15,65,ENTERED,h,8,gender~female age~adult
Wednesday,16:15,53,REACHED_COUNTER,b,7,
Wednesday,16:15,40,MOVING,g,9,
Wednesday,16:15,47,MOVING,h,6,
Wednesday,16:15,49,MOVING,e,8,
Wednesday,16:15,51,BROWSING,c,3,Stockings
Wednesday,16:15,52,MOVING,b,6,
Wednesday,16:15,53,AT_CHECKOUT,b,7,
Wednesday,16:15,56,MOVING,f,3,
Wednesday,16:15,57,BROWSING,d,3,Stockings
Wednesday,16:15,59,ARRIVED_SECTION,g,3,Jeans
Wednesday,16:15,60,MOVING,f,10,
Wednesday,16:15,61,BROWSING,b,3,Underwear
Wednesday,16:15,62,BROWSING,d,13,Hats & Handbags
Wednesday,16:15,63,MOVING,e,10,
Wednesday,16:15,64,BROWSING,g,10,Tops
Wednesday,16:15,65,MOVING,g,8,
Wednesday,16:16,40,MOVING,h,9,
Wednesday,16:16,47,MOVING,h,7,
Wednesday,16:16,49,MOVING,e,9,
Wednesday,16:16,51,BROWSING,c,3,Stockings
Wednesday,16:16,52,MOVING,b,7,
Wednesday,16:16,53,AT_CHECKOUT,b,7,
Wednesday,16:16,55,MOVING,f,3,
Wednesday,16:16,56,ARRIVED_SECTION,g,3,Jeans
Wednesday,16:16,57,BROWSING,d,3,Stockings
Wednesday,16:16,58,LEFT_FITTING,a,12,
Wednesday,16:16,59,BROWSING,g,3,Jeans
Wednesday,16:16,60,MOVING,g,10,
Wednesday,16:16,61,BROWSING,b,3,Underwear
Wednesday,16:16,62,BROWSING,d,13,Hats & Handbags
Wednesday,16:16,63,MOVING,e,11,
Wednesday,16:16,64,BROWSING,g,10,Tops
Wednesday,16:16,65,MOVING,f,8,
Wednesday,16:17,40,EXITED,h,8,
Wednesday,16:17,47,EXITED,h,8,
Wednesday,16:17,49,MOVING,e,10,
Wednesday,16:17,51,BROWSING,c,3,Stockings
Wednesday,16:17,52,MOVING,b,8,
Wednesday,16:17,53,AT_CHECKOUT,b,7,
Wednesday,16:17,55,MOVING,e,3,
Wednesday,16:17,56,BROWSING,g,3,Jeans
Wednesday,16:17,57,BROWSING,d,3,Stockings
Wednesday,16:17,58,MOVING,b,9,
Wednesday,16:17,59,BROWSING,g,3,Jeans
Wednesday,16:17,60,MOVING,g,9,
Wednesday,16:17,61,BROWSING,b,3,Underwear
Wednesday,16:17,62,BROWSING,d,13,Hats & Handbags
Wednesday,16:17,63,MOVING,e,12,
Wednesday,16:17,64,BROWSING,g,10,Tops
Wednesday,16:17,65,MOVING,e,8,
Wednesday,16:18,49,MOVING,e,11,
Wednesday,16:18,51,BROWSING,c,3,Stockings
Wednesday,16:18,52,MOVING,b,9,
Wednesday,16:18,53,AT_CHECKOUT,b,7,
Wednesday,16:18,55,PAUSED,e,3,
Wednesday,16:18,56,BROWSING,g,3,Jeans
Wednesday,16:18,57,BROWSING,d,3,Stockings
Wednesday,16:18,58,JOINED_QUEUE,b,8,position #2
Wednesday,16:18,59,BROWSING,g,3,Jeans
Wednesday,16:18,60,MOVING,g,8,
Wednesday,16:18,61,BROWSING,b,3,Underwear
Wednesday,16:18,62,BROWSING,d,13,Hats & Handbags
Wednesday,16:18,63,MOVING,e,13,
Wednesday,16:18,64,BROWSING,g,10,Tops
Wednesday,16:18,65,MOVING,e,9,
Wednesday,16:19,49,PAUSED,e,11,
Wednesday,16:19,51,BROWSING,c,3,Stockings
Wednesday,16:19,52,MOVING,c,9,
Wednesday,16:19,53,AT_CHECKOUT,b,7,
Wednesday,16:19,55,PAUSED,e,3,
Wednesday,16:19,56,BROWSING,g,3,Jeans
Wednesday,16:19,57,BROWSING,d,3,Stockings
Wednesday,16:19,58,IN_QUEUE,b,8,position #2
Wednesday,16:19,59,BROWSING,g,3,Jeans
Wednesday,16:19,60,MOVING,g,7,
Wednesday,16:19,61,BROWSING,b,3,Underwear
Wednesday,16:19,63,ARRIVED_SECTION,d,13,Hats & Handbags
Wednesday,16:19,64,BROWSING,g,10,Tops
Wednesday,16:19,65,MOVING,e,10,
Wednesday,16:20,49,PAUSED,e,11,
Wednesday,16:20,52,ARRIVED_SECTION,c,10,Tops
Wednesday,16:20,53,AT_CHECKOUT,b,7,
Wednesday,16:20,55,PAUSED,e,3,
Wednesday,16:20,57,BROWSING,d,3,Stockings
Wednesday,16:20,58,IN_QUEUE,b,8,position #2
Wednesday,16:20,59,BROWSING,g,3,Jeans
Wednesday,16:20,60,MOVING,g,6,
Wednesday,16:20,61,BROWSING,b,3,Underwear
Wednesday,16:20,62,MOVING,e,13,
Wednesday,16:20,63,BROWSING,d,13,Hats & Handbags
Wednesday,16:20,64,BROWSING,g,10,Tops
Wednesday,16:20,65,MOVING,e,11,
Wednesday,16:21,66,ENTERED,h,8,gender~male age~adult
Wednesday,16:21,49,PAUSED,e,11,
Wednesday,16:21,51,ARRIVED_SECTION,c,4,Pants
Wednesday,16:21,52,BROWSING,c,10,Tops
Wednesday,16:21,53,AT_CHECKOUT,b,7,
Wednesday,16:21,55,MOVING,d,3,
Wednesday,16:21,56,MOVING,f,3,
Wednesday,16:21,57,BROWSING,d,3,Stockings
Wednesday,16:21,58,IN_QUEUE,b,8,position #2
Wednesday,16:21,59,BROWSING,g,3,Jeans
Wednesday,16:21,60,PAUSED,g,6,
Wednesday,16:21,61,BROWSING,b,3,Underwear
Wednesday,16:21,62,MOVING,e,12,
Wednesday,16:21,63,BROWSING,d,13,Hats & Handbags
Wednesday,16:21,65,MOVING,e,12,
Wednesday,16:21,66,MOVING,h,7,
Wednesday,16:22,49,MOVING,e,12,
Wednesday,16:22,51,BROWSING,c,4,Pants
Wednesday,16:22,52,BROWSING,c,10,Tops
Wednesday,16:22,53,AT_CHECKOUT,b,7,
Wednesday,16:22,55,MOVING,c,3,
Wednesday,16:22,56,MOVING,e,3,
Wednesday,16:22,57,BROWSING,d,3,Stockings
Wednesday,16:22,58,IN_QUEUE,b,8,position #2
Wednesday,16:22,59,BROWSING,g,3,Jeans
Wednesday,16:22,60,PAUSED,g,6,
Wednesday,16:22,61,BROWSING,b,3,Underwear
Wednesday,16:22,62,MOVING,e,11,
Wednesday,16:22,63,BROWSING,d,13,Hats & Handbags
Wednesday,16:22,64,PAUSED,g,10,
Wednesday,16:22,65,MOVING,e,13,
Wednesday,16:22,66,MOVING,h,6,
Wednesday,16:23,49,MOVING,e,13,
Wednesday,16:23,51,BROWSING,c,4,Pants
Wednesday,16:23,52,BROWSING,c,10,Tops
Wednesday,16:23,53,CHECKOUT_COMPLETED,b,7,
Wednesday,16:23,55,MOVING,b,3,
Wednesday,16:23,56,MOVING,d,3,
Wednesday,16:23,57,BROWSING,d,3,Stockings
Wednesday,16:23,58,IN_QUEUE,b,8,position #1
Wednesday,16:23,59,BROWSING,g,3,Jeans
Wednesday,16:23,60,PAUSED,g,6,
Wednesday,16:23,61,BROWSING,b,3,Underwear
Wednesday,16:23,62,MOVING,e,10,
Wednesday,16:23,63,BROWSING,d,13,Hats & Handbags
Wednesday,16:23,64,PAUSED,g,10,
Wednesday,16:23,65,ARRIVED_SECTION,d,13,Hats & Handbags
Wednesday,16:23,66,MOVING,h,5,
Wednesday,16:24,58,REACHED_COUNTER,b,7,
Wednesday,16:24,49,ARRIVED_SECTION,f,13,Skirts & Dresses
Wednesday,16:24,51,BROWSING,c,4,Pants
Wednesday,16:24,52,BROWSING,c,10,Tops
Wednesday,16:24,53,MOVING,b,8,
