frame,time_s,label,conf,x1,y1,x2,y2,cx,cy,w,h,person_id
260,19.858,shopping bag,0.73,850.6,406.2,930.6,589.2,890.6,497.7,80.0,183.0,11
260,19.858,shopping bag,0.427,328.2,166.9,352.8,222.2,340.5,194.5,24.6,55.3,24
260,19.858,shopping bag,0.393,295.8,213.5,362.9,310.1,329.3,261.8,67.1,96.5,6
260,19.858,shopping bag,0.275,889.3,585.1,1019.3,719.3,954.3,652.2,130.0,134.1,
262,20.011,shopping bag,0.752,873.3,605.1,975.4,720.0,924.3,662.6,102.0,114.9,22
262,20.011,shopping bag,0.656,845.9,390.6,925.3,570.6,885.6,480.6,79.4,180.0,11
262,20.011,shopping bag,0.408,326.4,166.8,352.8,222.2,339.6,194.5,26.4,55.3,24
262,20.011,shopping bag,0.325,293.3,213.6,361.1,307.1,327.2,260.4,67.9,93.5,6
264,20.163,shopping bag,0.513,846.5,378.1,928.4,553.2,887.5,465.6,81.9,175.0,11
264,20.163,shopping bag,0.341,324.0,165.6,352.5,222.5,338.3,194.1,28.4,56.9,24
264,20.163,handbag,0.272,798.2,375.7,929.7,552.9,864.0,464.3,131.4,177.2,11
266,20.316,handbag,0.489,850.0,369.7,928.1,542.3,889.1,456.0,78.1,172.6,11
266,20.316,shopping bag,0.358,287.8,203.8,359.3,302.6,323.5,253.2,71.5,98.8,6
266,20.316,shopping bag,0.254,321.6,166.6,352.4,224.7,337.0,195.6,30.7,58.1,24
266,20.316,cardboard box,0.254,565.3,235.7,637.8,361.4,601.5,298.6,72.4,125.7,
268,20.469,handbag,0.55,857.5,360.2,930.6,525.2,894.1,442.7,73.1,165.0,11
268,20.469,shopping bag,0.342,280.9,203.3,357.5,299.0,319.2,251.1,76.6,95.7,6
268,20.469,shopping bag,0.257,320.4,166.5,352.7,227.4,336.6,196.9,32.2,60.8,24
268,20.469,cardboard box,0.256,565.2,235.6,637.8,361.7,601.5,298.7,72.6,126.1,
270,20.622,shopping bag,0.501,319.4,168.9,353.0,226.7,336.2,197.8,33.6,57.8,24
270,20.622,shopping bag,0.435,862.4,354.6,932.4,518.4,897.4,436.5,70.0,163.7,11
270,20.622,shopping bag,0.383,273.4,202.7,354.9,300.4,314.2,251.6,81.5,97.8,6
270,20.622,cardboard box,0.273,206.3,242.5,284.0,372.0,245.1,307.2,77.8,129.5,6
270,20.622,cardboard box,0.262,565.3,235.6,637.8,361.4,601.6,298.5,72.5,125.7,
272,20.774,shopping bag,0.695,863.7,354.0,933.9,522.0,898.8,438.0,70.3,168.0,11
272,20.774,shopping bag,0.488,318.1,169.8,353.4,226.1,335.7,198.0,35.2,56.2,24
272,20.774,shopping bag,0.403,272.3,201.9,354.3,296.8,313.3,249.3,82.1,94.9,6
272,20.774,cardboard box,0.276,565.1,235.7,637.9,361.5,601.5,298.6,72.8,125.8,
272,20.774,cardboard box,0.251,205.9,242.3,284.0,371.8,245.0,307.1,78.1,129.6,6
274,20.927,shopping bag,0.741,863.2,356.9,930.6,523.4,896.9,440.2,67.4,166.5,11
274,20.927,shopping bag,0.444,317.2,169.6,353.1,226.3,335.1,198.0,35.9,56.7,24
274,20.927,shopping bag,0.394,268.2,200.6,352.4,295.1,310.3,247.8,84.2,94.5,6
274,20.927,shopping bag,0.333,866.9,426.3,929.8,523.7,898.4,475.0,62.8,97.4,11
276,21.08,shopping bag,0.537,861.8,353.8,927.9,523.9,894.9,438.8,66.2,170.1,11
276,21.08,shopping bag,0.44,318.6,169.4,352.7,226.7,335.7,198.1,34.0,57.2,24
276,21.08,shopping bag,0.383,269.6,201.1,352.9,295.7,311.3,248.4,83.2,94.6,6
276,21.08,shopping bag,0.335,863.1,410.5,925.4,523.5,894.2,467.0,62.3,113.0,11
278,21.233,shopping bag,0.6,319.5,171.2,352.9,227.3,336.2,199.3,33.4,56.2,24
278,21.233,shopping bag,0.519,857.4,343.3,926.1,516.0,891.8,429.7,68.7,172.7,11
278,21.233,shopping bag,0.336,273.8,204.0,356.1,302.0,314.9,253.0,82.3,97.9,6
278,21.233,shopping bag,0.299,858.9,418.3,919.8,516.4,889.4,467.4,60.9,98.1,11
280,21.385,shopping bag,0.659,319.7,171.3,352.9,225.4,336.3,198.4,33.1,54.0,24
280,21.385,shopping bag,0.513,855.5,330.6,924.9,502.3,890.2,416.4,69.3,171.6,11
280,21.385,shopping bag,0.391,857.2,406.0,918.7,501.8,887.9,453.9,61.5,95.8,11
280,21.385,shopping bag,0.3,274.9,205.7,356.4,303.3,315.7,254.5,81.4,97.7,6
282,21.538,shopping bag,0.638,319.8,170.2,353.0,225.9,336.4,198.1,33.2,55.7,24
282,21.538,shopping bag,0.46,860.5,306.6,929.9,478.2,895.2,392.4,69.5,171.6,11
282,21.538,shopping bag,0.407,275.5,209.8,357.4,306.0,316.4,257.9,81.9,96.1,6
282,21.538,shopping bag,0.376,863.1,386.5,922.5,477.7,892.8,432.1,59.4,91.1,11
284,21.691,shopping bag,0.728,869.8,300.1,930.7,458.7,900.2,379.4,61.0,158.6,11
284,21.691,shopping bag,0.445,320.0,170.4,352.6,224.3,336.3,197.3,32.6,54.0,24
284,21.691,shopping bag,0.379,275.2,212.0,356.5,307.6,315.8,259.8,81.3,95.6,
284,21.691,shopping bag,0.346,871.6,364.3,928.3,459.2,900.0,411.8,56.7,94.9,11
286,21.844,shopping bag,0.595,320.7,170.6,353.9,222.7,337.3,196.7,33.2,52.0,24
286,21.844,shopping bag,0.579,873.7,294.7,932.7,449.5,903.2,372.1,58.9,154.7,11
286,21.844,shopping bag,0.394,874.4,357.3,930.9,448.9,902.7,403.1,56.5,91.5,11
288,21.996,shopping bag,0.709,883.3,277.0,942.1,436.1,912.7,356.5,58.7,159.1,11
288,21.996,shopping bag,0.574,379.2,284.9,489.6,433.5,434.4,359.2,110.4,148.5,
288,21.996,shopping bag,0.432,319.8,170.6,353.8,222.1,336.8,196.4,34.0,51.5,24
288,21.996,shopping bag,0.332,884.7,349.4,941.1,435.7,912.9,392.5,56.4,86.2,11
288,21.996,shopping bag,0.286,274.6,219.9,354.1,310.8,314.4,265.4,79.4,90.9,
290,22.149,shopping bag,0.685,891.5,270.2,948.6,428.5,920.0,349.4,57.2,158.3,11
290,22.149,shopping bag,0.565,318.1,171.2,354.2,222.7,336.2,197.0,36.1,51.5,24
290,22.149,shopping bag,0.304,892.9,334.3,948.4,427.4,920.6,380.8,55.4,93.1,11
292,22.302,shopping bag,0.847,902.8,275.1,957.9,422.4,930.3,348.7,55.1,147.3,11
292,22.302,shopping bag,0.478,904.9,328.1,956.9,423.1,930.9,375.6,52.0,95.1,11
292,22.302,shopping bag,0.276,263.4,230.3,345.0,324.4,304.2,277.3,81.6,94.1,
294,22.455,shopping bag,0.653,918.3,262.2,970.0,412.0,944.1,337.1,51.7,149.8,11
294,22.455,shopping bag,0.449,316.8,172.7,354.1,223.0,335.4,197.8,37.4,50.3,24
294,22.455,shopping bag,0.432,919.3,332.2,968.7,411.2,944.0,371.7,49.4,79.1,11
294,22.455,cardboard box,0.327,250.7,360.8,363.0,492.1,306.9,426.5,112.3,131.3,30
296,22.608,shopping bag,0.531,928.0,253.3,982.0,394.6,955.0,323.9,54.0,141.3,
296,22.608,shopping bag,0.51,930.3,318.9,981.2,395.0,955.7,357.0,50.9,76.1,
296,22.608,shopping bag,0.438,317.9,173.1,354.3,223.3,336.1,198.2,36.3,50.2,24
296,22.608,cardboard box,0.323,197.9,384.3,293.7,513.5,245.8,448.9,95.9,129.2,30
298,22.76,shopping bag,0.739,929.4,249.6,982.0,386.1,955.7,317.9,52.6,136.4,
298,22.76,shopping bag,0.467,318.3,172.2,354.5,222.8,336.4,197.5,36.3,50.6,5
298,22.76,cardboard box,0.452,174.1,392.9,252.9,503.4,213.5,448.1,78.8,110.5,30
298,22.76,shopping bag,0.336,930.9,308.2,981.3,385.2,956.1,346.7,50.4,77.0,
300,22.913,shopping bag,0.698,925.5,231.6,976.1,374.9,950.8,303.3,50.6,143.3,
300,22.913,shopping bag,0.393,318.8,171.9,354.3,222.4,336.6,197.1,35.4,50.5,5
300,22.913,cardboard box,0.355,140.5,394.2,215.5,504.7,178.0,449.5,75.1,110.5,30
302,23.066,shopping bag,0.662,921.5,217.8,971.4,354.4,946.4,286.1,49.9,136.7,11
302,23.066,shopping bag,0.441,318.7,172.0,354.3,222.9,336.5,197.4,35.6,50.8,5
302,23.066,shopping bag,0.394,112.9,332.2,178.8,505.2,145.8,418.7,65.8,173.1,30
302,23.066,shopping bag,0.387,923.3,278.3,969.4,353.4,946.3,315.8,46.1,75.1,
302,23.066,shopping bag,0.253,113.0,389.5,177.0,502.6,145.0,446.1,64.0,113.1,30
304,23.219,shopping bag,0.491,919.0,208.7,969.5,340.3,944.3,274.5,50.4,131.6,11
304,23.219,shopping bag,0.457,319.0,171.3,354.3,222.0,336.7,196.7,35.3,50.7,5
304,23.219,cardboard box,0.271,204.0,248.6,284.0,355.6,244.0,302.1,80.0,107.0,30
304,23.219,shopping bag,0.258,922.3,265.8,969.0,338.6,945.7,302.2,46.7,72.8,11
306,23.371,shopping bag,0.452,319.5,170.8,354.3,221.5,336.9,196.1,34.8,50.6,24
306,23.371,shopping bag,0.372,919.5,201.6,967.0,328.7,943.3,265.2,47.5,127.1,11
306,23.371,shopping bag,0.329,920.7,257.0,966.1,328.2,943.4,292.6,45.4,71.2,11
308,23.524,shopping bag,0.473,319.1,171.1,354.6,222.4,336.8,196.7,35.4,51.3,6
308,23.524,handbag,0.425,921.8,199.3,970.4,320.1,946.1,259.7,48.7,120.8,11
308,23.524,cardboard box,0.333,205.3,243.4,284.2,370.8,244.7,307.1,78.9,127.4,6
308,23.524,cardboard box,0.285,564.0,235.1,638.5,357.7,601.2,296.4,74.5,122.5,
310,23.677,shopping bag,0.537,317.7,171.9,354.5,222.3,336.1,197.1,36.8,50.4,6
310,23.677,shopping bag,0.47,929.5,196.9,976.4,315.9,953.0,256.4,46.9,118.9,
310,23.677,shopping bag,0.287,932.0,248.1,974.9,315.7,953.4,281.9,42.8,67.6,
310,23.677,cardboard box,0.283,205.4,245.1,285.9,371.1,245.7,308.1,80.4,126.0,6
310,23.677,cardboard box,0.254,564.5,235.0,638.2,357.3,601.4,296.1,73.8,122.3,
312,23.83,shopping bag,0.682,943.7,183.3,990.0,301.8,966.9,242.5,46.3,118.5,
312,23.83,shopping bag,0.467,316.0,171.0,354.9,222.9,335.4,197.0,38.9,51.8,6
312,23.83,cardboard box,0.277,564.5,235.1,637.8,357.4,601.2,296.3,73.3,122.3,
312,23.83,shopping bag,0.269,267.1,215.9,337.0,301.3,302.0,258.6,69.9,85.4,6
312,23.83,cardboard box,0.26,205.0,245.4,284.5,370.9,244.7,308.2,79.5,125.5,6
314,23.982,shopping bag,0.517,316.1,171.3,355.3,221.8,335.7,196.5,39.2,50.5,6
314,23.982,shopping bag,0.509,947.1,179.6,994.0,295.3,970.5,237.5,46.9,115.6,
314,23.982,handbag,0.337,949.1,233.4,993.2,295.3,971.1,264.3,44.2,61.9,
314,23.982,cardboard box,0.299,204.9,244.7,284.3,370.6,244.6,307.6,79.4,125.9,6
314,23.982,shopping bag,0.268,267.3,216.7,336.8,297.9,302.0,257.3,69.5,81.2,6
314,23.982,cardboard box,0.263,564.6,235.1,637.6,357.4,601.1,296.3,73.0,122.3,
316,24.135,shopping bag,0.45,315.7,170.8,355.3,222.0,335.5,196.4,39.6,51.2,24
316,24.135,shopping bag,0.41,946.9,223.4,990.7,285.4,968.8,254.4,43.8,61.9,
316,24.135,cardboard box,0.314,204.7,245.5,284.6,371.0,244.7,308.2,79.9,125.5,6
316,24.135,shopping bag,0.266,944.5,175.0,991.6,286.4,968.1,230.7,47.1,111.4,
316,24.135,cardboard box,0.264,564.2,235.2,637.7,357.7,600.9,296.5,73.5,122.5,
318,24.288,shopping bag,0.481,316.2,171.6,354.2,221.8,335.2,196.7,38.0,50.2,24
318,24.288,cardboard box,0.318,204.9,244.9,284.4,371.4,244.6,308.1,79.5,126.5,6
318,24.288,cardboard box,0.272,564.0,235.2,638.3,358.0,601.2,296.6,74.3,122.9,
318,24.288,shopping bag,0.263,936.8,175.0,982.9,278.5,959.9,226.8,46.1,103.5,
320,24.441,shopping bag,0.448,314.5,169.8,353.8,222.2,334.2,196.0,39.3,52.5,6
320,24.441,cardboard box,0.386,205.9,245.5,284.9,370.8,245.4,308.2,79.0,125.3,6
320,24.441,shopping bag,0.338,918.4,158.6,971.9,271.4,945.2,215.0,53.5,112.8,11
320,24.441,cardboard box,0.295,564.7,235.6,638.5,357.4,601.6,296.5,73.7,121.8,
320,24.441,shopping bag,0.282,266.6,218.4,333.6,312.7,300.1,265.5,67.1,94.3,6
322,24.593,shopping bag,0.463,313.4,169.4,354.0,222.4,333.7,195.9,40.6,53.0,6
322,24.593,cardboard box,0.375,205.8,245.6,284.9,370.9,245.3,308.2,79.1,125.2,6
322,24.593,shopping bag,0.325,266.5,218.4,333.3,311.5,299.9,264.9,66.8,93.1,6
322,24.593,cardboard box,0.3,565.0,235.6,638.2,357.3,601.6,296.5,73.2,121.7,
322,24.593,backpack,0.297,838.7,149.3,960.0,263.6,899.3,206.4,121.2,114.3,11
322,24.593,shopping bag,0.264,914.2,194.9,958.6,254.2,936.4,224.5,44.4,59.3,11
324,24.746,shopping bag,0.51,315.8,169.2,354.3,222.7,335.0,195.9,38.5,53.5,6
324,24.746,handbag,0.391,893.3,175.1,940.7,240.6,917.0,207.8,47.5,65.5,11
324,24.746,cardboard box,0.346,205.7,245.8,284.9,371.1,245.3,308.5,79.2,125.3,6
324,24.746,shopping bag,0.309,266.5,219.2,333.5,313.4,300.0,266.3,67.0,94.1,6
324,24.746,shopping bag,0.301,886.6,146.0,941.0,241.4,913.8,193.7,54.4,95.4,11
324,24.746,cardboard box,0.298,565.3,235.6,638.1,357.1,601.7,296.4,72.9,121.5,
326,24.899,shopping bag,0.557,318.0,169.1,354.6,222.1,336.3,195.6,36.5,53.0,24
326,24.899,handbag,0.361,891.3,178.2,933.3,232.3,912.3,205.2,42.0,54.1,11
326,24.899,cardboard box,0.314,205.8,245.7,285.3,371.4,245.5,308.5,79.5,125.6,6
326,24.899,cardboard box,0.291,565.0,235.6,638.4,357.1,601.7,296.4,73.5,121.6,
326,24.899,shopping bag,0.286,266.1,219.7,333.3,313.8,299.7,266.8,67.2,94.1,6
328,25.052,shopping bag,0.538,318.0,169.4,354.8,221.4,336.4,195.4,36.8,52.0,24
328,25.052,cardboard box,0.305,205.8,245.7,285.4,371.5,245.6,308.6,79.7,125.8,6
328,25.052,shopping bag,0.292,883.4,169.3,926.8,226.7,905.1,198.0,43.4,57.4,11
328,25.052,shopping bag,0.29,265.9,220.0,333.2,314.0,299.5,267.0,67.3,93.9,6
330,25.204,shopping bag,0.472,318.2,169.4,355.0,221.3,336.6,195.4,36.7,51.9,24
330,25.204,shopping bag,0.444,873.1,157.2,916.2,224.1,894.6,190.7,43.1,66.8,
330,25.204,shopping bag,0.365,860.1,137.5,916.4,224.4,888.2,181.0,56.3,86.9,11
330,25.204,cardboard box,0.289,205.6,244.7,286.3,371.8,245.9,308.2,80.7,127.1,6
330,25.204,cardboard box,0.265,564.6,235.6,638.7,358.6,601.6,297.1,74.1,123.0,
330,25.204,shopping bag,0.264,266.4,220.1,333.5,314.2,299.9,267.1,67.1,94.1,6
332,25.357,shopping bag,0.551,317.9,169.2,354.6,220.5,336.3,194.9,36.7,51.3,24
332,25.357,shopping bag,0.362,870.4,154.4,904.7,215.3,887.6,184.9,34.3,60.9,
332,25.357,cardboard box,0.306,205.5,244.6,286.2,371.5,245.9,308.1,80.7,126.9,6
332,25.357,shopping bag,0.289,266.3,220.1,333.6,314.3,299.9,267.2,67.2,94.3,6
332,25.357,cardboard box,0.26,564.1,235.6,638.8,358.8,601.5,297.2,74.7,123.1,
332,25.357,shopping bag,0.258,857.6,125.9,905.1,215.7,881.4,170.8,47.5,89.7,11
334,25.51,shopping bag,0.486,316.6,169.0,354.1,221.3,335.3,195.2,37.5,52.3,6
334,25.51,shopping bag,0.396,860.6,140.9,898.4,210.9,879.5,175.9,37.8,69.9,
334,25.51,shopping bag,0.298,266.3,220.0,333.7,314.3,300.0,267.1,67.4,94.3,6
334,25.51,cardboard box,0.297,205.5,244.9,286.2,371.6,245.9,308.2,80.7,126.7,6
336,25.663,shopping bag,0.526,317.0,169.2,354.0,223.0,335.5,196.1,37.0,53.8,6
336,25.663,shopping bag,0.422,859.6,139.6,896.5,208.9,878.0,174.2,36.9,69.3,
336,25.663,cardboard box,0.287,205.6,244.7,286.3,371.6,245.9,308.1,80.7,126.9,6
336,25.663,shopping bag,0.287,266.4,220.0,333.7,314.5,300.0,267.2,67.3,94.5,6
336,25.663,cardboard box,0.265,564.0,235.6,638.9,359.0,601.4,297.3,74.9,123.4,
338,25.815,shopping bag,0.585,317.5,169.8,353.6,223.8,335.6,196.8,36.2,54.1,6
338,25.815,shopping bag,0.336,854.3,128.9,892.9,208.2,873.6,168.6,38.6,79.3,
338,25.815,shopping bag,0.302,266.5,219.9,333.7,314.1,300.1,267.0,67.2,94.2,6
338,25.815,shopping bag,0.302,830.3,127.1,892.9,208.0,861.6,167.6,62.6,80.9,11
338,25.815,cardboard box,0.283,205.5,245.0,286.3,371.8,245.9,308.4,80.7,126.8,6
338,25.815,cardboard box,0.268,564.1,235.7,638.9,359.2,601.5,297.4,74.8,123.5,
340,25.968,shopping bag,0.658,317.2,170.2,353.9,224.2,335.6,197.2,36.7,54.0,6
340,25.968,shopping bag,0.348,850.7,147.3,890.0,211.4,870.3,179.3,39.2,64.1,11
340,25.968,cardboard box,0.327,205.5,244.6,286.1,371.6,245.8,308.1,80.6,127.0,6
340,25.968,shopping bag,0.311,266.5,219.9,333.7,314.1,300.1,267.0,67.2,94.2,6
340,25.968,cardboard box,0.285,564.0,235.5,639.2,359.1,601.6,297.3,75.2,123.6,
342,26.121,shopping bag,0.586,315.9,170.1,353.8,225.3,334.9,197.7,37.9,55.1,6
342,26.121,shopping bag,0.346,266.5,220.1,333.1,314.5,299.8,267.3,66.6,94.4,6
342,26.121,cardboard box,0.341,564.2,235.5,638.6,359.2,601.4,297.4,74.3,123.7,
342,26.121,cardboard box,0.309,205.2,245.1,285.7,371.5,245.4,308.3,80.5,126.5,6
342,26.121,handbag,0.284,836.1,152.2,879.2,214.6,857.7,183.4,43.1,62.4,11
342,26.121,handbag,0.263,834.8,121.7,878.7,214.5,856.8,168.1,43.9,92.8,11
344,26.274,shopping bag,0.567,316.0,169.9,353.8,225.3,334.9,197.6,37.8,55.4,6
344,26.274,cardboard box,0.341,564.2,235.6,638.4,359.2,601.3,297.4,74.2,123.7,
344,26.274,shopping bag,0.322,266.5,220.2,333.1,314.4,299.8,267.3,66.6,94.3,6
344,26.274,handbag,0.296,824.5,122.5,871.5,215.2,848.0,168.8,47.0,92.6,11
344,26.274,cardboard box,0.294,205.1,245.2,285.7,371.6,245.4,308.4,80.6,126.4,6
344,26.274,handbag,0.283,826.6,160.9,870.9,215.1,848.8,188.0,44.3,54.2,11
346,26.426,shopping bag,0.563,316.1,170.1,353.9,224.6,335.0,197.4,37.8,54.5,6
346,26.426,backpack,0.354,767.9,95.3,868.1,217.2,818.0,156.3,100.2,121.8,11
346,26.426,cardboard box,0.331,564.4,235.7,638.2,359.3,601.3,297.5,73.8,123.6,
346,26.426,shopping bag,0.324,266.5,220.1,333.1,314.5,299.8,267.3,66.6,94.5,6
346,26.426,cardboard box,0.277,205.1,245.1,285.6,371.7,245.4,308.4,80.6,126.6,6
348,26.579,shopping bag,0.614,316.3,170.4,354.2,224.0,335.3,197.2,38.0,53.7,24
348,26.579,shopping bag,0.349,266.3,220.1,333.1,313.8,299.7,267.0,66.8,93.7,6
348,26.579,backpack,0.348,772.2,104.8,861.7,221.0,817.0,162.9,89.5,116.3,11
348,26.579,cardboard box,0.316,564.2,235.7,638.3,359.2,601.3,297.4,74.1,123.5,
348,26.579,cardboard box,0.291,205.0,245.1,286.4,371.0,245.7,308.1,81.4,126.0,6
350,26.732,backpack,0.534,786.2,109.0,862.1,222.7,824.2,165.8,75.9,113.8,11
350,26.732,shopping bag,0.396,315.9,170.4,353.8,222.7,334.8,196.6,37.9,52.4,6
350,26.732,shopping bag,0.316,266.2,220.2,333.4,314.3,299.8,267.2,67.2,94.1,6
350,26.732,cardboard box,0.294,564.3,235.6,638.2,359.1,601.2,297.4,73.9,123.5,
352,26.885,backpack,0.44,807.1,114.5,861.8,224.2,834.4,169.3,54.7,109.7,11
352,26.885,shopping bag,0.393,315.7,170.0,353.9,222.1,334.8,196.1,38.2,52.0,6
352,26.885,cardboard box,0.324,205.3,246.5,286.0,359.0,245.6,302.8,80.7,112.5,6
352,26.885,shopping bag,0.297,266.7,220.1,333.5,308.4,300.1,264.3,66.8,88.3,6
352,26.885,backpack,0.289,784.5,111.4,862.9,225.1,823.7,168.2,78.4,113.7,11
352,26.885,cardboard box,0.278,564.3,235.7,638.2,359.2,601.2,297.4,73.9,123.5,
354,27.037,shopping bag,0.314,314.8,169.9,354.5,221.8,334.6,195.8,39.7,51.9,24
354,27.037,handbag,0.308,818.0,120.0,860.8,224.8,839.4,172.4,42.8,104.9,11
354,27.037,cardboard box,0.293,564.5,235.6,637.8,358.9,601.1,297.2,73.2,123.2,
354,27.037,backpack,0.273,781.0,110.8,862.5,226.0,821.7,168.4,81.5,115.2,11
354,27.037,cardboard box,0.256,205.3,243.5,286.1,370.2,245.7,306.9,80.8,126.7,6
356,27.19,handbag,0.39,821.3,162.2,860.4,223.7,840.8,193.0,39.1,61.5,11
356,27.19,handbag,0.353,819.2,120.8,861.4,224.6,840.3,172.7,42.2,103.9,11
356,27.19,cardboard box,0.334,205.1,245.1,285.8,370.1,245.4,307.6,80.8,125.0,6
356,27.19,shopping bag,0.322,266.7,225.1,333.1,304.5,299.9,264.8,66.3,79.4,6
356,27.19,cardboard box,0.304,564.4,235.6,637.7,358.7,601.1,297.1,73.3,123.0,
356,27.19,cardboard box,0.262,419.3,94.0,461.9,160.0,440.6,127.0,42.6,66.0,
358,27.343,handbag,0.504,823.4,163.0,860.9,223.4,842.1,193.2,37.5,60.4,11
358,27.343,handbag,0.382,822.0,135.4,861.9,224.3,841.9,179.9,39.9,88.9,11
358,27.343,cardboard box,0.317,564.3,235.6,638.4,358.8,601.3,297.2,74.0,123.2,
358,27.343,shopping bag,0.304,268.2,226.6,341.7,310.4,304.9,268.5,73.6,83.8,6
358,27.343,handbag,0.271,349.5,149.4,369.8,178.2,359.6,163.8,20.4,28.8,24
358,27.343,cardboard box,0.256,204.3,248.8,285.0,368.4,244.6,308.6,80.7,119.6,6
360,27.496,handbag,0.509,824.1,162.9,862.1,223.7,843.1,193.3,38.0,60.8,11
360,27.496,handbag,0.4,822.6,131.5,863.1,224.7,842.9,178.1,40.5,93.1,11
360,27.496,handbag,0.296,349.2,149.5,370.2,177.9,359.7,163.7,21.0,28.4,24
360,27.496,shopping bag,0.282,318.5,169.1,354.9,221.5,336.7,195.3,36.3,52.5,6
360,27.496,cardboard box,0.275,204.7,247.6,284.3,366.6,244.5,307.1,79.6,119.0,6
360,27.496,shopping bag,0.263,268.1,229.4,344.9,320.1,306.5,274.7,76.8,90.7,6
362,27.648,handbag,0.504,824.6,162.8,862.0,223.3,843.3,193.0,37.3,60.5,11
362,27.648,handbag,0.403,823.2,135.6,862.8,224.0,843.0,179.8,39.6,88.5,11
362,27.648,shopping bag,0.351,323.9,169.0,353.9,222.8,338.9,195.9,30.0,53.8,6
362,27.648,cardboard box,0.299,204.8,250.4,284.3,366.8,244.6,308.6,79.4,116.4,30
362,27.648,cardboard box,0.251,564.2,235.8,637.2,359.8,600.7,297.8,73.0,124.0,
364,27.801,handbag,0.453,824.3,162.6,861.8,223.3,843.0,193.0,37.5,60.7,11
364,27.801,shopping bag,0.376,267.9,236.5,344.6,314.6,306.2,275.6,76.7,78.1,6
364,27.801,handbag,0.356,822.3,122.6,862.9,224.2,842.6,173.4,40.6,101.6,11
364,27.801,shopping basket,0.271,585.2,640.3,776.9,720.0,681.1,680.2,191.7,79.7,
364,27.801,cardboard box,0.252,205.3,252.3,284.3,366.7,244.8,309.5,79.1,114.4,30
364,27.801,cardboard box,0.25,564.7,235.9,636.5,360.4,600.6,298.2,71.8,124.5,
366,27.954,handbag,0.463,823.2,162.3,861.2,223.7,842.2,193.0,38.0,61.4,11
366,27.954,shopping bag,0.408,268.2,235.9,345.2,323.6,306.7,279.8,77.0,87.7,6
366,27.954,handbag,0.37,821.4,122.5,862.2,224.7,841.8,173.6,40.9,102.1,11
366,27.954,cardboard box,0.275,419.3,94.2,461.7,159.8,440.5,127.0,42.4,65.6,
368,28.107,handbag,0.465,820.8,162.7,860.5,223.0,840.7,192.8,39.7,60.2,11
368,28.107,shopping bag,0.445,268.0,234.4,343.7,324.1,305.9,279.3,75.7,89.7,6
368,28.107,handbag,0.383,818.4,122.6,861.8,224.1,840.1,173.3,43.5,101.5,11
368,28.107,cardboard box,0.256,419.4,94.2,461.8,159.7,440.6,127.0,42.4,65.6,
368,28.107,cardboard box,0.255,565.2,236.0,636.4,359.9,600.8,298.0,71.2,123.9,
370,28.259,shopping bag,0.357,267.5,233.0,346.1,323.5,306.8,278.3,78.7,90.5,6
370,28.259,handbag,0.327,811.2,119.7,858.9,222.8,835.1,171.2,47.6,103.1,11
370,28.259,handbag,0.279,814.4,161.4,857.5,222.4,835.9,191.9,43.1,60.9,11
370,28.259,cardboard box,0.253,565.2,236.1,636.4,360.0,600.8,298.1,71.2,123.9,
370,28.259,shopping bag,0.253,270.1,277.5,359.7,534.2,314.9,405.8,89.6,256.6,30
372,28.412,shopping bag,0.416,265.8,230.7,344.1,320.6,305.0,275.7,78.2,89.9,6
372,28.412,shopping bag,0.297,276.4,307.5,359.3,531.4,317.8,419.4,82.9,223.9,30
372,28.412,backpack,0.293,796.4,115.0,857.6,223.0,827.0,169.0,61.2,108.0,11
374,28.565,backpack,0.394,779.8,112.5,854.8,226.0,817.3,169.2,75.0,113.5,11
374,28.565,cardboard box,0.267,565.2,236.2,636.6,359.9,600.9,298.0,71.5,123.7,
374,28.565,cardboard box,0.261,419.3,94.1,461.6,159.8,440.5,127.0,42.3,65.7,
374,28.565,handbag,0.261,353.1,149.3,377.1,178.9,365.1,164.1,24.0,29.6,24
376,28.718,backpack,0.364,783.9,112.1,852.2,225.9,818.0,169.0,68.3,113.9,11
376,28.718,cardboard box,0.282,565.1,236.2,636.8,360.5,600.9,298.4,71.7,124.3,
376,28.718,shopping bag,0.262,133.4,393.4,191.1,491.2,162.3,442.3,57.7,97.8,30
376,28.718,handbag,0.256,805.3,162.1,849.1,225.3,827.2,193.7,43.8,63.3,11
376,28.718,cardboard box,0.255,419.3,94.2,461.6,159.8,440.5,127.0,42.3,65.6,
378,28.87,backpack,0.395,787.1,112.2,850.6,226.2,818.9,169.2,63.6,114.0,11
378,28.87,handbag,0.345,802.8,160.6,848.8,226.0,825.8,193.3,46.0,65.4,11
378,28.87,cardboard box,0.272,565.5,236.2,636.7,360.2,601.1,298.2,71.2,124.0,
378,28.87,cardboard box,0.256,419.3,94.2,461.6,159.8,440.4,127.0,42.3,65.6,
380,29.023,backpack,0.488,784.7,109.4,854.8,225.8,819.7,167.6,70.0,116.4,11
380,29.023,shopping bag,0.396,204.5,341.9,343.2,544.6,273.8,443.3,138.7,202.6,30
380,29.023,cardboard box,0.282,565.6,236.2,636.8,360.3,601.2,298.2,71.2,124.1,
380,29.023,cardboard box,0.252,419.4,94.3,461.5,159.7,440.5,127.0,42.1,65.4,
382,29.176,backpack,0.447,787.2,112.2,855.3,225.6,821.3,168.9,68.0,113.4,11
