time_s,visitor_id,map_x,map_y,n_cams,cams
66.8,5,413.7,620.5,1,0;1
67.0,5,413.9,619.2,1,0;1
67.2,5,413.8,618.9,1,0;1
67.4,5,413.1,618.2,1,0;1
67.6,5,412.2,617.5,1,0;1
67.8,5,412.1,617.5,1,0;1
68.0,5,412.1,617.4,1,0;1
68.2,5,412.1,617.4,1,0;1
68.4,5,412.1,617.4,1,0;1
68.6,5,411.6,617.6,1,0;1
68.8,5,411.1,617.8,1,0;1
69.0,5,410.7,618.0,1,0;1
69.2,5,410.2,618.7,1,0;1
69.4,5,409.4,621.8,1,0;1
69.6,5,409.2,624.4,1,0;1
69.8,5,404.3,624.6,1,0;1
70.0,5,392.6,623.7,1,0;1
70.2,5,392.6,623.7,1,0;1
70.4,5,392.6,623.7,1,0;1
70.6,5,394.0,623.6,1,0;1
70.8,5,394.1,623.6,1,0;1
71.0,5,394.2,623.6,1,0;1
71.2,5,394.2,623.6,1,0;1
71.4,5,394.2,623.6,1,0;1
71.6,5,406.1,625.8,1,0;1
71.8,5,406.2,625.8,1,0;1
72.0,5,403.0,624.2,1,0;1
72.2,5,396.6,620.6,1,0;1
72.4,5,393.9,618.0,1,0;1
72.6,5,392.9,614.5,1,0;1
72.8,5,392.6,612.6,1,0;1
73.0,5,392.6,611.3,1,0;1
73.2,5,392.6,609.6,1,0;1
73.4,5,392.5,608.8,1,0;1
73.6,5,392.5,608.7,1,0;1
73.8,5,392.5,608.7,1,0;1
74.0,5,392.5,608.7,1,0;1
74.2,5,392.5,608.7,1,0;1
74.4,5,392.5,608.7,1,0;1
74.6,5,392.5,608.7,1,0;1
74.8,5,392.5,608.7,1,0;1
75.0,5,392.5,608.7,1,0;1
75.2,5,392.5,608.7,1,0;1
75.4,5,392.5,608.7,1,0;1
75.6,5,392.5,608.7,1,0;1
75.8,5,392.5,608.7,1,0;1
76.0,5,392.5,608.7,1,0;1
76.2,5,392.5,608.7,1,0;1
76.4,5,392.5,608.7,1,0;1
76.6,5,392.5,608.7,1,0;1
76.8,5,392.5,608.7,1,0;1
77.0,5,392.5,608.7,1,0;1
77.2,5,392.5,608.7,1,0;1
77.4,5,392.5,608.7,1,0;1
77.6,5,392.5,608.7,1,0;1
77.8,5,392.5,608.7,1,0;1
78.0,5,392.5,608.7,1,0;1
78.2,5,392.5,608.7,1,0;1
78.4,5,392.5,608.7,1,0;1
78.6,5,392.5,608.7,1,0;1
78.8,5,392.5,608.7,1,0;1
79.0,5,392.5,608.7,1,0;1
79.2,5,392.5,608.7,1,0;1
79.4,5,392.5,608.7,1,0;1
79.6,5,392.5,608.7,1,0;1
79.8,5,392.5,608.7,1,0;1
80.0,5,392.5,608.7,1,0;1
80.2,5,392.5,608.7,1,0;1
80.4,5,392.5,608.7,1,0;1
80.6,5,392.5,608.7,1,0;1
80.8,5,392.5,608.7,1,0;1
81.0,5,392.5,608.7,1,0;1
81.2,5,392.5,608.7,1,0;1
81.4,5,392.6,609.2,1,0;1
81.6,5,393.0,610.5,1,0;1
81.8,5,393.1,610.7,1,0;1
82.0,5,393.2,610.8,1,0;1
82.2,5,395.0,611.0,1,0;1
82.4,5,397.8,611.2,1,0;1
82.6,5,400.1,611.3,1,0;1
82.8,5,401.1,611.6,1,0;1
83.0,5,403.5,615.1,1,0;1
83.2,5,404.5,619.6,1,0;1
83.4,5,404.5,622.4,1,0;1
83.6,5,404.2,623.4,1,0;1
83.8,5,404.2,623.4,1,0;1
84.0,5,404.2,623.4,1,0;1
84.2,5,404.2,623.4,1,0;1
84.4,5,404.2,622.9,1,0;1
84.6,5,404.5,620.6,1,0;1
84.8,5,405.6,616.2,1,0;1
85.0,5,405.8,615.7,1,0;1
85.2,5,405.8,615.7,1,0;1
85.4,5,405.7,615.9,1,0;1
85.6,5,405.1,617.6,1,0;1
85.8,5,405.0,618.1,1,0;1
86.0,5,405.0,618.2,1,0;1
86.2,5,405.0,618.2,1,0;1
86.4,5,405.0,618.2,1,0;1
86.6,5,405.0,618.2,1,0;1
86.8,5,404.7,617.6,1,0;1
87.0,5,404.2,616.6,1,0;1
87.2,5,404.0,615.9,1,0;1
87.4,5,404.0,615.7,1,0;1
87.6,5,404.0,615.5,1,0;1
87.8,5,403.9,615.3,1,0;1
88.0,5,403.9,615.2,1,0;1
88.2,5,403.9,615.2,1,0;1
88.4,5,403.9,615.2,1,0;1
88.6,5,403.9,615.2,1,0;1
88.8,5,403.9,615.2,1,0;1
89.0,5,403.9,615.2,1,0;1
89.2,5,403.9,615.2,1,0;1
89.4,5,403.9,615.2,1,0;1
89.6,5,403.9,615.2,1,0;1
89.8,5,403.9,615.2,1,0;1
90.0,5,403.9,615.2,1,0;1
90.2,5,403.9,615.2,1,0;1
90.4,5,403.9,615.2,1,0;1
90.6,5,403.9,615.2,1,0;1
90.8,5,403.9,615.2,1,0;1
91.0,5,403.9,615.2,1,0;1
91.2,5,403.9,615.2,1,0;1
91.4,5,403.9,615.2,1,0;1
91.6,5,403.8,615.6,1,0;1
91.8,5,404.8,617.9,1,0;1
92.0,5,408.2,620.1,1,0;1
92.2,5,410.3,621.4,1,0;1
92.4,5,413.1,623.2,1,0;1
92.6,5,415.2,624.8,1,0;1
92.8,5,415.5,625.1,1,0;1
93.0,5,415.5,625.1,1,0;1
93.2,5,415.5,625.1,1,0;1
93.4,5,415.5,625.1,1,0;1
93.6,5,415.2,626.3,1,0;1
93.8,5,414.1,628.9,1,0;1
94.0,5,413.6,631.2,1,0;1
94.2,5,413.6,631.2,1,0;1
94.4,5,413.6,631.2,1,0;1
94.6,5,413.6,631.2,1,0;1
94.8,5,413.6,631.2,1,0;1
95.0,5,413.6,631.2,1,0;1
95.2,5,413.7,631.1,1,0;1
95.4,5,413.7,631.0,1,0;1
95.6,5,413.7,630.9,1,0;1
95.8,5,414.1,629.7,1,0;1
96.0,5,414.1,629.5,1,0;1
96.2,5,414.1,629.5,1,0;1
96.4,5,414.1,629.5,1,0;1
96.6,5,414.1,629.5,1,0;1
96.8,5,414.1,629.5,1,0;1
97.0,5,414.1,629.5,1,0;1
97.2,5,414.1,629.5,1,0;1
97.4,5,414.1,629.5,1,0;1
97.6,5,414.1,629.5,1,0;1
97.8,5,414.1,629.5,1,0;1
98.0,5,414.1,629.5,1,0;1
98.2,5,414.1,629.5,1,0;1
98.4,5,414.1,629.5,1,0;1
98.6,5,414.1,629.5,1,0;1
98.8,5,414.1,629.5,1,0;1
99.0,5,414.1,629.5,1,0;1
99.2,5,412.3,628.8,1,0;1
99.4,5,404.5,625.6,1,0;1
99.6,5,401.1,623.4,1,0;1
99.8,5,400.9,623.3,1,0;1
100.0,5,400.9,623.2,1,0;1
100.2,5,378.2,621.4,1,0;1
100.4,5,369.8,624.2,1,0;1
100.6,5,368.8,624.9,1,0;1
100.8,5,366.5,626.3,1,0;1
101.0,5,365.4,627.0,1,0;1
101.2,5,356.7,629.2,1,0;1
101.4,5,347.9,628.5,1,0;1
101.6,5,340.9,627.1,1,0;1
101.8,5,339.9,625.3,1,0;1
102.0,5,337.5,621.3,1,0;1
102.2,5,339.1,620.2,1,0;1
102.4,5,342.4,619.5,1,0;1
102.6,5,346.9,619.5,1,0;1
102.8,5,356.1,619.6,1,0;1
103.0,5,358.1,620.1,1,0;1
103.2,5,358.9,620.6,1,0;1
103.4,5,361.5,621.2,1,0;1
103.6,5,361.7,621.2,1,0;1
103.8,5,374.1,622.9,1,0;1
104.0,5,374.6,622.9,1,0;1
104.2,5,374.6,622.9,1,0;1
104.4,5,374.6,622.9,1,0;1
104.6,5,374.6,622.9,1,0;1
104.8,5,386.2,623.4,1,0;1
105.0,5,394.4,627.3,1,0;1
105.2,5,394.7,627.4,1,0;1
105.4,5,397.1,625.8,1,0;1
105.6,5,403.1,623.2,1,0;1
105.8,5,409.6,620.2,1,0;1
106.0,5,415.6,617.6,1,0;1
106.2,5,417.3,616.3,1,0;1
106.4,5,417.9,615.7,1,0;1
106.6,5,417.9,615.7,1,0;1
106.8,5,418.0,615.7,1,0;1
107.0,5,418.1,615.5,1,0;1
107.2,5,418.2,615.5,1,0;1
107.4,5,418.2,615.5,1,0;1
107.6,5,418.2,615.5,1,0;1
107.8,5,418.2,615.5,1,0;1
108.0,5,418.2,615.5,1,0;1
108.2,5,418.2,615.5,1,0;1
108.4,5,418.2,615.5,1,0;1
108.6,5,418.2,615.4,1,0;1
108.8,5,418.2,615.4,1,0;1
109.0,5,418.2,615.4,1,0;1
109.2,5,418.2,615.4,1,0;1
109.4,5,418.2,615.4,1,0;1
109.6,5,418.2,615.4,1,0;1
109.8,5,418.2,615.4,1,0;1
110.0,5,418.2,615.4,1,0;1
110.2,5,418.2,615.4,1,0;1
110.4,5,418.2,615.4,1,0;1
110.6,5,418.2,615.4,1,0;1
110.8,5,418.2,615.4,1,0;1
111.0,5,418.2,615.4,1,0;1
111.2,5,418.2,615.4,1,0;1
111.4,5,414.2,615.4,1,0;1
111.6,5,408.9,615.7,1,0;1
111.8,5,407.6,616.2,1,0;1
112.0,5,405.7,617.3,1,0;1
112.2,5,404.2,617.6,1,0;1
112.4,5,387.5,617.4,1,0;1
112.6,5,381.2,617.3,1,0;1
112.8,5,379.4,617.2,1,0;1
113.0,5,377.1,618.4,1,0;1
113.2,5,387.8,624.8,1,0;1
113.4,5,391.3,628.2,1,0;1
113.6,5,392.3,630.2,1,0;1
113.8,5,392.1,630.3,1,0;1
114.0,5,392.0,630.4,1,0;1
114.2,5,392.0,630.4,1,0;1
114.4,5,392.0,630.4,1,0;1
114.6,5,392.0,630.4,1,0;1
114.8,5,392.0,630.4,1,0;1
115.0,5,392.0,630.4,1,0;1
115.2,5,392.0,630.4,1,0;1
115.4,5,392.1,631.4,1,0;1
115.6,5,359.1,629.5,1,0;1
115.8,5,359.0,629.5,1,0;1
116.0,5,359.0,629.5,1,0;1
116.2,5,358.3,629.6,1,0;1
116.4,5,357.5,629.6,1,0;1
116.6,5,341.2,627.2,1,0;1
116.8,5,339.8,624.6,1,0;1
117.0,5,346.8,621.7,1,0;1
117.2,5,348.9,619.9,1,0;1
117.4,5,360.4,619.8,1,0;1
117.6,5,371.5,620.6,1,0;1
117.8,5,383.7,623.1,1,0;1
118.0,5,387.3,623.6,1,0;1
118.2,5,387.3,623.6,1,0;1
118.4,5,387.3,623.6,1,0;1
118.6,5,387.3,623.6,1,0;1
118.8,5,387.3,623.6,1,0;1
119.0,5,387.2,627.0,1,0;1
119.2,5,387.1,630.3,1,0;1
119.4,5,387.0,633.7,1,0;1
119.6,5,386.9,637.0,1,0;1
119.8,5,386.8,640.4,1,0;1
120.0,5,386.7,643.7,1,0;1
120.2,5,386.6,647.1,1,0;1
120.4,5,386.5,650.4,1,0;1
120.6,5,386.4,653.7,1,0;1
120.8,5,386.3,657.1,1,0;1
121.0,5,386.2,660.4,1,0;1
121.2,5,386.1,663.8,1,0;1
121.4,5,386.0,667.1,1,0;1
121.6,5,385.9,670.5,1,0;1
121.8,5,385.7,673.8,1,0;1
122.0,5,385.6,677.2,1,0;1
122.2,5,385.5,680.5,1,0;1
122.4,5,385.4,683.9,1,0;1
122.6,5,385.3,687.2,1,0;1
122.8,5,385.2,690.6,1,0;1
123.0,5,385.1,693.9,1,0;1
123.2,5,385.0,697.2,1,0;1
123.4,5,384.9,700.6,1,0;1
123.6,5,384.9,702.0,1,0;1
123.8,5,389.8,702.6,1,0;1
124.0,5,404.2,701.6,1,0;1
124.2,5,409.1,701.6,1,0;1
124.4,5,442.3,704.2,1,0;1
124.6,5,445.1,702.1,1,0;1
124.8,5,446.0,701.0,1,0;1
125.0,5,451.6,698.0,1,0;1
125.2,5,461.8,696.2,1,0;1
125.4,5,483.9,698.2,1,0;1
125.6,5,505.3,700.7,1,0;1
125.8,5,505.7,700.0,1,0;1
126.0,5,502.3,696.1,1,0;1
126.2,5,501.1,693.0,1,0;1
126.4,5,500.9,691.8,1,0;1
126.6,5,507.8,690.9,1,0;1
126.8,5,509.8,688.7,1,0;1
127.0,5,515.3,687.8,1,0;1
127.2,5,524.4,686.2,1,0;1
127.4,5,526.4,682.8,1,0;1
127.6,5,532.3,680.1,1,0;1
127.8,5,545.0,679.4,1,0;1
128.0,5,551.9,678.6,1,0;1
128.2,5,558.9,675.9,1,0;1
128.4,5,561.1,674.9,1,0;1
128.6,5,570.5,671.4,1,0;1
128.8,5,579.8,667.9,1,0;1
129.0,5,589.2,665.0,1,0;1
129.2,5,596.8,664.0,1,0;1
129.4,5,601.2,664.0,1,0;1
129.6,5,602.1,663.6,1,0;1
129.8,5,602.9,662.6,1,0;1
130.0,5,603.7,661.4,1,0;1
130.2,5,606.7,660.2,1,0;1
130.4,5,614.2,659.6,1,0;1
0.0,6,411.2,503.8,1,0;1
0.2,6,425.4,515.1,1,0;1
0.4,6,441.2,516.4,1,0;1
0.6,6,442.3,517.4,1,0;1
0.8,6,442.3,517.5,1,0;1
1.0,6,440.1,518.1,1,0;1
1.2,6,424.3,518.4,1,0;1
1.4,6,416.9,516.7,1,0;1
1.6,6,413.1,509.2,1,0;1
1.8,6,410.5,501.1,1,0;1
2.0,6,404.1,497.9,1,0;1
2.2,6,401.0,495.6,1,0;1
2.4,6,399.7,493.7,1,0;1
2.6,6,399.4,492.7,1,0;1
2.8,6,399.3,492.6,1,0;1
3.0,6,399.3,492.6,1,0;1
3.2,6,399.3,492.6,1,0;1
3.4,6,401.6,494.5,1,0;1
3.6,6,405.1,499.1,1,0;1
3.8,6,406.9,502.2,1,0;1
4.0,6,406.0,503.5,1,0;1
4.2,6,405.7,503.8,1,0;1
4.4,6,405.6,503.9,1,0;1
4.6,6,413.0,510.0,1,0;1
4.8,6,408.1,507.5,1,0;1
5.0,6,413.2,508.8,1,0;1
5.2,6,413.2,508.8,1,0;1
5.4,6,413.2,508.8,1,0;1
5.6,6,413.2,508.8,1,0;1
5.8,6,413.2,508.8,1,0;1
6.0,6,413.2,508.8,1,0;1
6.2,6,413.2,508.8,1,0;1
6.4,6,413.2,508.8,1,0;1
6.6,6,413.2,508.9,1,0;1
6.8,6,413.2,508.9,1,0;1
7.0,6,413.2,508.9,1,0;1
7.2,6,413.2,508.9,1,0;1
7.4,6,413.2,508.8,1,0;1
7.6,6,404.6,506.7,1,0;1
7.8,6,394.0,506.2,1,0;1
8.0,6,394.0,506.2,1,0;1
8.2,6,402.1,507.6,1,0;1
8.4,6,409.9,509.0,1,0;1
8.6,6,409.9,509.0,1,0;1
8.8,6,410.3,509.0,1,0;1
9.0,6,411.0,508.9,1,0;1
9.2,6,411.9,508.5,1,0;1
9.4,6,403.9,507.0,1,0;1
9.6,6,389.4,505.5,1,0;1
9.8,6,384.6,505.4,1,0;1
10.0,6,384.6,505.4,1,0;1
10.2,6,407.5,508.6,1,0;1
10.4,6,409.1,509.2,1,0;1
10.6,6,409.4,509.3,1,0;1
10.8,6,409.6,509.3,1,0;1
11.0,6,409.6,509.3,1,0;1
11.2,6,410.0,509.1,1,0;1
11.4,6,410.2,507.6,1,0;1
11.6,6,406.6,503.9,1,0;1
11.8,6,395.0,502.1,1,0;1
12.0,6,382.0,501.5,1,0;1
12.2,6,381.9,501.5,1,0;1
12.4,6,384.7,502.1,1,0;1
12.6,6,390.5,503.2,1,0;1
12.8,6,395.8,504.2,1,0;1
13.0,6,395.9,506.1,1,0;1
13.2,6,395.9,506.2,1,0;1
13.4,6,395.8,506.3,1,0;1
13.6,6,395.8,506.3,1,0;1
13.8,6,395.4,505.5,1,0;1
14.0,6,395.3,504.4,1,0;1
14.2,6,388.1,503.1,1,0;1
14.4,6,380.2,502.4,1,0;1
14.6,6,386.3,502.0,1,0;1
14.8,6,374.5,502.6,1,0;1
15.0,6,373.8,502.9,1,0;1
15.2,6,373.7,502.9,1,0;1
15.4,6,373.7,502.9,1,0;1
15.6,6,373.7,502.9,1,0;1
15.8,6,373.7,502.9,1,0;1
16.0,6,374.6,502.5,1,0;1
16.2,6,385.8,501.1,1,0;1
16.4,6,397.1,500.7,1,0;1
16.6,6,397.4,500.8,1,0;1
16.8,6,398.8,501.9,1,0;1
17.0,6,399.7,503.6,1,0;1
17.2,6,398.9,505.1,1,0;1
17.4,6,385.7,506.6,1,0;1
17.6,6,383.3,506.7,1,0;1
17.8,6,383.3,506.7,1,0;1
18.0,6,383.4,506.7,1,0;1
18.2,6,391.3,504.2,1,0;1
18.4,6,393.1,501.8,1,0;1
18.6,6,390.6,496.6,1,0;1
18.8,6,388.0,492.3,1,0;1
19.0,6,375.7,490.9,1,0;1
19.2,6,352.6,489.8,1,0;1
19.4,6,349.1,489.3,1,0;1
19.6,6,349.0,489.3,1,0;1
19.8,6,353.9,489.8,1,0;1
20.0,6,356.1,489.9,1,0;1
20.2,6,355.6,489.8,1,0;1
20.4,6,354.7,489.4,1,0;1
20.6,6,353.8,488.3,1,0;1
20.8,6,353.8,488.3,1,0;1
21.0,6,356.6,487.5,1,0;1
21.2,6,363.8,487.3,1,0;1
21.4,6,381.5,487.1,1,0;1
21.6,6,382.5,487.3,1,0;1
21.8,6,385.2,489.3,1,0;1
22.0,6,385.9,490.6,1,0;1
22.2,6,386.3,491.7,1,0;1
22.4,6,386.9,494.8,1,0;1
22.6,6,386.9,498.2,1,0;1
22.8,6,384.5,505.0,1,0;1
23.0,6,383.9,506.7,1,0;1
23.2,6,383.9,506.8,1,0;1
23.4,6,383.9,506.8,1,0;1
23.6,6,383.6,506.5,1,0;1
23.8,6,383.3,506.1,1,0;1
24.0,6,382.7,505.2,1,0;1
24.2,6,382.7,504.9,1,0;1
24.4,6,382.9,504.3,1,0;1
24.6,6,385.3,500.3,1,0;1
24.8,6,386.5,499.2,1,0;1
25.0,6,386.5,499.2,1,0;1
25.2,6,386.3,499.5,1,0;1
25.4,6,384.7,501.6,1,0;1
25.6,6,384.7,501.4,1,0;1
25.8,6,391.9,510.5,2,0;1
26.0,6,394.4,513.2,2,0;1
26.2,6,382.8,481.4,2,0;1
26.4,6,380.3,474.7,2,0;1
26.6,6,381.3,478.8,2,0;1
26.8,6,388.8,503.4,2,0;1
27.0,6,390.3,506.9,2,0;1
27.2,6,391.9,509.0,2,0;1
27.4,6,392.2,509.6,2,0;1
27.6,6,391.4,508.3,2,0;1
27.8,6,391.0,507.6,2,0;1
28.0,6,390.7,507.2,2,0;1
28.2,6,391.0,507.9,2,0;1
28.4,6,392.2,510.3,2,0;1
28.6,6,391.8,510.1,2,0;1
28.8,6,389.2,505.5,2,0;1
29.0,6,390.9,508.9,2,0;1
29.2,6,392.8,515.0,2,0;1
29.4,6,386.2,513.3,2,0;1
29.6,6,378.5,510.5,2,0;1
29.8,6,366.1,510.5,2,0;1
30.0,6,366.6,511.1,2,0;1
30.2,6,387.6,511.2,2,0;1
30.4,6,391.0,514.1,2,0;1
30.6,6,389.5,510.4,2,0;1
30.8,6,390.5,511.1,2,0;1
31.0,6,392.3,514.6,2,0;1
31.2,6,391.9,514.1,2,0;1
31.4,6,390.8,508.1,2,0;1
31.6,6,390.7,510.1,2,0;1
31.8,6,387.7,504.9,2,0;1
32.0,6,394.9,520.8,2,0;1
32.2,6,394.1,519.3,2,0;1
32.4,6,393.2,512.3,2,0;1
32.6,6,398.8,520.6,2,0;1
32.8,6,398.7,519.8,2,0;1
33.0,6,398.5,518.8,2,0;1
33.2,6,398.0,516.9,2,0;1
33.4,6,370.5,519.6,2,0;1
33.6,6,368.9,522.4,2,0;1
33.8,6,364.2,516.0,2,0;1
34.0,6,385.1,517.9,2,0;1
34.2,6,386.1,516.4,2,0;1
34.4,6,380.3,506.4,2,0;1
34.6,6,384.9,513.8,2,0;1
34.8,6,384.8,513.4,2,0;1
35.0,6,374.7,511.8,2,0;1
35.2,6,356.5,508.0,2,0;1
35.4,6,355.4,508.1,2,0;1
35.6,6,353.2,507.8,2,0;1
35.8,6,351.2,508.8,2,0;1
36.0,6,350.2,508.7,2,0;1
36.2,6,350.6,510.0,2,0;1
36.4,6,357.2,513.8,2,0;1
36.6,6,353.3,511.9,2,0;1
36.8,6,360.8,517.0,2,0;1
37.0,6,360.6,518.2,2,0;1
37.2,6,358.5,517.3,2,0;1
37.4,6,354.9,517.0,2,0;1
37.6,6,354.8,517.3,2,0;1
37.8,6,359.0,519.9,2,0;1
38.0,6,361.5,521.4,2,0;1
38.2,6,362.4,522.0,2,0;1
38.4,6,359.4,520.1,2,0;1
38.6,6,361.0,520.0,2,0;1
38.8,6,359.8,517.9,2,0;1
39.0,6,359.1,515.9,2,0;1
39.2,6,369.6,516.4,2,0;1
39.4,6,367.8,514.3,2,0;1
39.6,6,371.3,517.2,2,0;1
39.8,6,371.0,516.3,2,0;1
40.0,6,367.8,511.2,2,0;1
40.2,6,368.8,513.6,2,0;1
40.4,6,385.5,513.0,2,0;1
40.6,6,376.0,513.6,2,0;1
40.8,6,368.1,516.5,2,0;1
41.0,6,360.3,508.5,2,0;1
41.2,6,353.9,498.6,2,0;1
41.4,6,352.4,497.6,2,0;1
41.6,6,352.3,501.7,2,0;1
41.8,6,356.7,501.9,2,0;1
42.0,6,365.1,501.3,2,0;1
42.2,6,367.4,503.2,2,0;1
42.4,6,367.7,503.2,2,0;1
42.6,6,366.7,502.2,2,0;1
42.8,6,371.6,504.6,2,0;1
43.0,6,373.2,504.7,2,0;1
43.2,6,369.7,501.8,2,0;1
43.4,6,374.6,506.5,2,0;1
43.6,6,378.2,507.0,2,0;1
43.8,6,376.8,507.1,2,0;1
44.0,6,376.0,507.8,2,0;1
44.2,6,374.8,507.7,2,0;1
44.4,6,378.7,510.9,2,0;1
44.6,6,377.3,507.6,2,0;1
44.8,6,376.8,508.4,2,0;1
45.0,6,387.4,514.2,2,0;1
45.2,6,388.9,514.1,2,0;1
45.4,6,388.8,512.1,2,0;1
45.6,6,391.0,518.7,2,0;1
45.8,6,376.6,514.8,2,0;1
46.0,6,372.3,512.5,2,0;1
46.2,6,363.8,495.8,2,0;1
46.4,6,361.2,495.3,2,0;1
46.6,6,362.1,495.8,2,0;1
46.8,6,361.7,500.8,2,0;1
47.0,6,371.0,507.0,2,0;1
47.2,6,374.0,507.8,2,0;1
47.4,6,370.8,505.2,2,0;1
47.6,6,375.7,511.8,2,0;1
47.8,6,383.0,518.6,2,0;1
48.0,6,386.5,521.8,2,0;1
48.2,6,385.6,519.0,2,0;1
48.4,6,388.1,518.2,2,0;1
48.6,6,392.3,518.1,2,0;1
48.8,6,393.5,516.4,2,0;1
49.0,6,399.3,522.2,2,0;1
49.2,6,394.7,511.1,2,0;1
49.4,6,392.3,516.2,2,0;1
49.6,6,387.9,512.5,2,0;1
49.8,6,387.3,512.2,2,0;1
50.0,6,385.8,510.0,2,0;1
50.2,6,374.7,509.3,2,0;1
50.4,6,364.0,511.6,2,0;1
50.6,6,376.9,514.3,2,0;1
50.8,6,389.3,510.0,2,0;1
51.0,6,390.8,505.5,2,0;1
51.2,6,390.4,504.0,2,0;1
51.4,6,392.5,511.2,2,0;1
51.6,6,390.9,511.3,2,0;1
51.8,6,393.3,510.9,2,0;1
52.0,6,397.9,510.3,2,0;1
52.2,6,406.6,510.6,2,0;1
52.4,6,407.3,506.3,2,0;1
52.6,6,407.6,509.0,2,0;1
52.8,6,408.5,508.5,2,0;1
53.0,6,414.1,512.6,2,0;1
53.2,6,414.4,513.1,2,0;1
53.4,6,419.9,513.3,2,0;1
53.6,6,423.6,514.3,2,0;1
53.8,6,443.8,515.8,2,0;1
54.0,6,445.9,515.6,2,0;1
54.2,6,446.8,516.1,2,0;1
54.4,6,445.8,517.4,2,0;1
54.6,6,449.1,518.6,2,0;1
54.8,6,445.5,516.8,2,0;1
55.0,6,444.9,516.7,2,0;1
55.2,6,443.1,515.8,2,0;1
55.4,6,443.0,515.7,2,0;1
55.6,6,443.4,515.8,2,0;1
55.8,6,444.2,515.8,2,0;1
56.0,6,445.2,516.2,2,0;1
56.2,6,442.5,514.9,2,0;1
56.4,6,440.2,514.1,2,0;1
56.6,6,441.1,514.6,2,0;1
56.8,6,441.3,514.7,2,0;1
57.0,6,440.7,514.5,2,0;1
57.2,6,441.7,514.9,2,0;1
57.4,6,441.4,515.0,2,0;1
57.6,6,441.2,515.0,2,0;1
57.8,6,440.8,514.9,2,0;1
58.0,6,436.4,513.0,2,0;1
58.2,6,437.4,513.4,2,0;1
58.4,6,441.6,515.2,2,0;1
58.6,6,443.1,516.3,2,0;1
58.8,6,441.7,516.4,2,0;1
59.0,6,443.6,517.3,2,0;1
59.2,6,441.0,516.0,2,0;1
59.4,6,437.9,514.6,2,0;1
59.6,6,439.7,515.4,2,0;1
59.8,6,440.6,516.1,2,0;1
60.0,6,442.4,516.9,2,0;1
60.2,6,442.4,516.9,2,0;1
60.4,6,443.1,517.3,2,0;1
60.6,6,442.6,517.0,2,0;1
60.8,6,443.2,517.3,2,0;1
61.0,6,440.2,515.9,2,0;1
61.2,6,439.8,515.7,2,0;1
61.4,6,443.6,517.5,2,0;1
61.6,6,445.0,518.1,2,0;1
61.8,6,446.7,519.0,2,0;1
62.0,6,446.3,518.7,2,0;1
62.2,6,443.7,517.5,2,0;1
62.4,6,444.5,517.9,2,0;1
62.6,6,445.2,518.3,2,0;1
62.8,6,445.6,518.4,2,0;1
63.0,6,444.9,518.1,2,0;1
63.2,6,446.0,518.6,2,0;1
63.4,6,446.1,518.6,2,0;1
63.6,6,445.6,518.3,2,0;1
63.8,6,444.8,517.9,2,0;1
64.0,6,444.4,517.8,2,0;1
64.2,6,445.2,517.8,2,0;1
64.4,6,444.8,517.4,2,0;1
64.6,6,444.9,517.5,2,0;1
64.8,6,444.4,517.2,2,0;1
65.0,6,445.5,517.8,2,0;1
65.2,6,444.9,517.5,2,0;1
65.4,6,444.6,517.3,2,0;1
65.6,6,447.5,518.7,2,0;1
65.8,6,447.9,518.8,2,0;1
66.0,6,447.8,518.5,2,0;1
66.2,6,447.8,518.0,2,0;1
66.4,6,443.4,515.7,2,0;1
66.6,6,444.2,516.0,2,0;1
66.8,6,441.2,514.7,2,0;1
67.0,6,442.7,515.1,2,0;1
67.2,6,446.6,516.4,2,0;1
67.4,6,447.3,517.3,2,0;1
67.6,6,447.8,518.9,2,0;1
67.8,6,450.3,518.8,2,0;1
68.0,6,448.6,517.9,2,0;1
68.2,6,447.8,517.5,2,0;1
68.4,6,444.3,516.1,2,0;1
68.6,6,444.8,516.4,2,0;1
68.8,6,445.4,516.7,2,0;1
69.0,6,445.2,516.8,2,0;1
69.2,6,444.2,516.8,2,0;1
69.4,6,443.4,516.5,2,0;1
69.6,6,440.5,515.1,2,0;1
69.8,6,438.6,514.1,2,0;1
70.0,6,438.2,513.9,2,0;1
70.2,6,434.6,512.0,2,0;1
70.4,6,433.5,511.3,2,0;1
70.6,6,432.1,510.4,2,0;1
70.8,6,432.8,510.7,2,0;1
71.0,6,432.5,511.1,2,0;1
71.2,6,430.5,510.7,2,0;1
71.4,6,430.1,510.5,2,0;1
71.6,6,432.0,511.3,2,0;1
71.8,6,433.3,511.8,2,0;1
72.0,6,434.6,512.4,2,0;1
72.2,6,436.0,513.0,2,0;1
72.4,6,437.6,513.7,2,0;1
72.6,6,438.5,514.1,2,0;1
72.8,6,439.6,514.5,2,0;1
73.0,6,440.4,515.1,2,0;1
73.2,6,439.7,515.3,2,0;1
73.4,6,439.8,515.4,2,0;1
73.6,6,442.1,516.3,2,0;1
73.8,6,442.2,516.4,2,0;1
74.0,6,442.0,516.3,2,0;1
74.2,6,441.6,516.2,2,0;1
74.4,6,441.7,516.2,2,0;1
74.6,6,442.1,516.4,2,0;1
74.8,6,440.6,515.7,2,0;1
75.0,6,440.4,515.6,2,0;1
75.2,6,438.1,514.7,2,0;1
75.4,6,438.1,514.7,2,0;1
75.6,6,430.6,511.1,2,0;1
